valid_time	latitude	longitude	tcc
1672531200	32.42	71.17	0.9497346
1672531200	32.42	71.42	0.9381265
1672531200	32.42	71.67	0.93718046
1672531200	32.42	71.92	0.92895216
1672531200	32.42	72.17	0.91885084
1672531200	32.42	72.42	0.9047517
1672531200	32.42	72.67	0.8820085
1672531200	32.17	71.17	0.9369821
1672531200	32.17	71.42	0.91921324
1672531200	32.17	71.67	0.91153806
1672531200	32.17	71.92	0.8984613
1672531200	32.17	72.17	0.8906869
1672531200	32.17	72.42	0.87987226
1672531200	32.17	72.67	0.8821954
1672531200	31.92	71.17	0.7622575
1672531200	31.92	71.42	0.78246015
1672531200	31.92	71.67	0.7793245
1672531200	31.92	71.92	0.80002683
1672531200	31.92	72.17	0.79388136
1672531200	31.92	72.42	0.806611
1672531200	31.92	72.67	0.8090181
1672617600	32.42	71.17	0.44644165
1672617600	32.42	71.42	0.592453
1672617600	32.42	71.67	0.1797638
1672617600	32.42	71.92	0.0
1672617600	32.42	72.17	0.0
1672617600	32.42	72.42	0.0
1672617600	32.42	72.67	0.0
1672617600	32.17	71.17	0.24711609
1672617600	32.17	71.42	0.39367676
1672617600	32.17	71.67	0.18026733
1672617600	32.17	71.92	0.0
1672617600	32.17	72.17	0.0
1672617600	32.17	72.42	0.0
1672617600	32.17	72.67	0.0046844482
1672617600	31.92	71.17	0.02355957
1672617600	31.92	71.42	0.018173218
1672617600	31.92	71.67	0.003036499
1672617600	31.92	71.92	0.0
1672617600	31.92	72.17	0.0
1672617600	31.92	72.42	0.0
1672617600	31.92	72.67	0.0046844482
1672704000	32.42	71.17	0.4461136
1672704000	32.42	71.42	0.49614716
1672704000	32.42	71.67	0.08370972
1672704000	32.42	71.92	0.0
1672704000	32.42	72.17	0.0
1672704000	32.42	72.42	0.0
1672704000	32.42	72.67	1.296997E-4
1672704000	32.17	71.17	0.09503937
1672704000	32.17	71.42	0.17829895
1672704000	32.17	71.67	0.0839386
1672704000	32.17	71.92	0.0
1672704000	32.17	72.17	0.0
1672704000	32.17	72.42	0.0
1672704000	32.17	72.67	0.10752869
1672704000	31.92	71.17	2.89917E-4
1672704000	31.92	71.42	1.373291E-4
1672704000	31.92	71.67	0.0
1672704000	31.92	71.92	0.0
1672704000	31.92	72.17	0.0
1672704000	31.92	72.42	0.0
1672704000	31.92	72.67	0.107688904
1672790400	32.42	71.17	0.0
1672790400	32.42	71.42	0.0
1672790400	32.42	71.67	0.0
1672790400	32.42	71.92	0.0
1672790400	32.42	72.17	0.0
1672790400	32.42	72.42	0.0
1672790400	32.42	72.67	0.0
1672790400	32.17	71.17	0.0
1672790400	32.17	71.42	0.0
1672790400	32.17	71.67	0.0
1672790400	32.17	71.92	0.0
1672790400	32.17	72.17	0.0
1672790400	32.17	72.42	0.0
1672790400	32.17	72.67	0.0
1672790400	31.92	71.17	0.0
1672790400	31.92	71.42	0.0
